1 31790074
2 107468268
3 64461191
4 5059045
5 4280681
6 3612942
7 3032372
8 2873108
9 2828081
10 2836115
11 2786399
12 2728169
13 2669122
14 2691580
15 2638619
16 2702269
17 2691509
18 2743602
19 2727900
20 2693315
21 2725908
22 2753359
23 2715878
24 2726861
25 2732866
26 2733205
27 2713135
28 2741707
29 2728971
30 2726190
